cluster_id,compression_gain
test_04951,0.7416044776119404
test_04986,0.8779661016949153
test_05004,0.6506024096385542
test_05045,0.8619791666666666
test_05065,0.950014281633819
test_05096,0.91698670605613
test_05112,0.9247712639783124
test_05123,0.8522666666666667
test_05183,0.6303030303030304
test_05185,0.9317924314525268
test_05186,0.9076773566569484
test_05204,0.9158444573418456
test_05207,0.9435630689206762
test_05229,0.0402144772117962
test_05237,0.8943886861313869
test_05239,0.0
test_05255,0.8441235059760956
test_05276,0.5939086294416244
test_05284,0.6947852760736196
test_05298,0.0
test_05299,0.4847826086956521
test_05302,0.3774733637747336
test_05339,0.89198606271777
test_05341,0.8466076696165192
test_05370,0.6775280898876405
test_05377,0.9084287200832466
test_05386,0.8212237093690249
test_05404,0.2367601246105919
test_05411,0.2806691449814126
test_05448,0.8462847419171866
test_05462,0.835102618542109
test_05501,0.4638297872340425
test_05505,0.8640625
test_05507,0.9077380952380952
test_05510,0.535593220338983
test_05517,0.8702726473175022
test_05521,0.7008928571428572
test_05529,0.7415599534342259
test_05559,0.0
test_05573,0.751131221719457
test_05587,0.5886524822695036
test_05598,0.8643933386201428
test_05619,0.7887658227848101
